과목코드-분반,과목명,2016_1_1학년,2016_1_2학년,2016_1_3학년,2016_1_4학년
POL4149-01,통화금융의국제정치,신청없음,1 : 0.03,1 : 0.03,1 : 0.06
PSY2001-01,일반심리학,1 : 0.06,1 : 0.80,1 : 0.33,1 : 0.50
PSY2001-02,일반심리학,1 : 0.03,1 : 1.05,1 : 0.67,1 : 0.40
PSY2002-01,심리통계,쿼터없음,1 : 0.60,1 : 0.50,1 : 0.38
PSY2004-01,인지심리학,신청없음,1 : 1.45,1 : 1.55,1 : 1.55
PSY3001-01,임상심리학,쿼터없음,1 : 0.80,1 : 0.53,1 : 0.38
PSY3002-01,상담심리학,쿼터없음,1 : 0.53,1 : 0.38,1 : 0.24
PSY3005-01,적응심리학,신청없음,1 : 0.53,1 : 0.32,1 : 0.20
PSY3010-01,인사심리학,쿼터없음,쿼터없음,1 : 0.47,1 : 0.30
PSY3016-01,동기및정서심리학,신청없음,1 : 0.60,1 : 0.57,1 : 0.31
PSY3022-01,다문화심리학,신청없음,1 : 0.80,1 : 0.54,1 : 0.62
PSY4005-01,집단상담,쿼터없음,1 : 0.60,1 : 0.29,1 : 0.50
PSY4007-01,진로상담,신청없음,신청없음,1 : 0.17,1 : 0.06
PSY4014-01,유아및아동심리학,신청없음,1 : 1.35,1 : 0.85,1 : 1.17
PSY4032-01,상담면접기법,쿼터없음,쿼터없음,1 : 0.53,1 : 0.36
PSY4036-01,발달정신병리학,쿼터없음,1 : 0.20,1 : 0.32,1 : 0.32
PSY4041-01,판단과의사결정,신청없음,1 : 0.40,1 : 0.20,1 : 0.13
PUB2005-01,법과생활,1 : 0.02,1 : 0.43,1 : 0.57,1 : 0.25
PUB3001-01,국민의기본적권리에대한이해,1 : 0.03,1 : 0.30,1 : 0.49,1 : 0.85
PUB3003-01,법치행정의이해,쿼터없음,1 : 0.33,1 : 0.53,1 : 0.36
PUB3004-01,재산관계와법I,신청없음,신청없음,1 : 0.12,1 : 0.08
PUB3008-01,범죄와형벌의이해,신청없음,1 : 0.10,1 : 0.04,1 : 0.05
PUB3010-01,기업과법,신청없음,1 : 0.13,1 : 0.33,1 : 0.31
PUB3011-01,보험과법,신청없음,신청없음,1 : 0.02,1 : 0.06
PUB3012-01,국가와법,신청없음,1 : 0.07,1 : 0.15,1 : 0.10
REL2001-01,종교의이해,신청없음,1 : 0.10,1 : 0.03,1 : 0.04
REL3006-01,고대근동의종교,신청없음,신청없음,1 : 0.03,1 : 0.02
REL3007-01,그리스도교의이해,신청없음,1 : 0.05,신청없음,신청없음
REL3008-01,유교의중심사상,신청없음,신청없음,1 : 0.05,1 : 0.10
REL3010-01,현대사회와이슬람교,신청없음,1 : 0.05,1 : 0.10,1 : 0.09
REL3012-01,그리스도교의중심사상,신청없음,신청없음,1 : 0.05,신청없음
REL3019-01,힌두교강독,신청없음,1 : 0.40,1 : 0.31,1 : 0.05
REL3022-01,한국종교의이해,신청없음,신청없음,1 : 0.03,신청없음
REL3023-01,신화의이해,신청없음,1 : 0.10,1 : 0.08,1 : 0.02
REL3040-01,종교와생태환경,신청없음,1 : 0.05,1 : 0.03,1 : 0.03
REL3044-01,그리스도교영성,신청없음,1 : 0.05,1 : 0.08,1 : 0.04
REL3047-01,초월심리학과종교,신청없음,신청없음,1 : 0.03,신청없음
ROT4001-01,무관후보생교육I,쿼터없음,쿼터없음,1 : 0.18,쿼터없음
ROT4003-01,무관후보생교육III,쿼터없음,쿼터없음,쿼터없음,1 : 0.14
SHS2001-01,현대사회의이해,1 : 0.01,신청없음,1 : 0.16,신청없음
SHS2001-02,현대사회의이해,신청없음,1 : 0.08,1 : 0.02,신청없음
SHS2002-01,한국과세계,1 : 0.06,1 : 0.43,1 : 0.13,1 : 0.03
SHS2002-02,한국과세계,1 : 0.03,1 : 0.43,1 : 0.09,1 : 0.01
SHS2002-03,한국과세계,1 : 0.03,1 : 0.33,1 : 0.14,1 : 0.05
SHS2003-01,커뮤니케이션과사회,1 : 0.03,1 : 0.30,1 : 0.06,1 : 0.04
SHS2004-01,경제와사회,1 : 0.12,1 : 0.93,1 : 1.17,1 : 1.20
SHS2005-01,법과공학,1 : 0.17,1 : 2.10,1 : 1.90,1 : 1.00
SHS2005-02,법과공학,1 : 0.17,1 : 1.40,1 : 2.00,1 : 0.75
SHS2005-03,법과공학,1 : 0.29,1 : 1.80,1 : 1.95,1 : 0.95
SHS2006-01,기업과경영의이해,1 : 0.30,1 : 0.27,1 : 0.12,쿼터없음
SHS2006-02,기업과경영의이해,1 : 0.15,1 : 0.75,1 : 0.53,1 : 1.18
SHS2007-01,생활속의심리학,1 : 0.02,1 : 0.38,1 : 0.15,1 : 0.10
SHS2007-02,생활속의심리학,1 : 0.32,1 : 1.60,1 : 1.47,1 : 1.90
SHS2008-01,창업과기업경영,1 : 0.02,1 : 0.27,1 : 0.08,1 : 0.18
SHU4001-01,북한의이해와통일후한국,1 : 0.04,1 : 0.70,1 : 0.38,1 : 0.28
SHU4006-01,인권과정의,1 : 0.01,1 : 0.10,신청없음,1 : 0.05
SHU4014-01,식량과사회,신청없음,1 : 0.07,신청없음,1 : 0.03
SHU4016-01,현대사회와복지국가,신청없음,1 : 0.18,1 : 0.03,1 : 0.02
SHU4019-01,삶과교육,신청없음,1 : 0.15,1 : 0.11,1 : 0.23
SHU4024-01,결혼준비특강,쿼터없음,1 : 0.60,1 : 0.24,1 : 0.98
SHU4031-01,인권과교육,신청없음,신청없음,1 : 0.07,1 : 0.12
SHU4050-01,국제개발협력의이해,1 : 0.07,1 : 2.13,1 : 1.70,1 : 4.30
SHU4052-01,세계대전의이해,1 : 0.15,1 : 1.70,1 : 0.77,1 : 0.89
SHU4053-01,정보사회의이해,1 : 0.03,1 : 0.10,1 : 0.11,1 : 0.07
SHU4054-01,자기표현의심리적이해,쿼터없음,1 : 1.45,1 : 0.55,1 : 0.72
SHU4057-01,공감의시대,신청없음,1 : 0.07,1 : 0.03,1 : 0.12
SHU4063-01,인간과기업가정신,신청없음,1 : 0.17,1 : 0.13,1 : 0.29
SHU4064-01,문제해결을위한효과적인정보탐색이란?,신청없음,1 : 0.14,1 : 0.08,신청없음
SOC2001-01,사회학개론,1 : 0.01,1 : 0.93,1 : 0.38,1 : 0.03
SOC2001-02,사회학개론,1 : 0.03,1 : 0.72,1 : 0.31,1 : 0.11
SOC2002-01,인류학개론,1 : 0.01,1 : 0.04,1 : 0.08,신청없음
SOC2003-01,사회조사방법론(종합설계),신청없음,1 : 0.45,1 : 0.19,1 : 0.22
SOC2006-01,사회학사,1 : 0.08,1 : 1.25,1 : 0.50,1 : 0.33
SOC3004-01,조직행동과변화관리,1 : 0.01,1 : 0.25,1 : 0.06,1 : 0.04
SOC3018-01,일상생활의사회학,신청없음,1 : 0.15,1 : 0.22,1 : 0.08
SOC3019-01,교육사회학,1 : 0.04,1 : 1.20,1 : 0.70,1 : 0.88
SOC3020-01,세계화와후기산업사회,신청없음,1 : 0.25,1 : 0.14,1 : 0.04
SOC3022-01,경제사회학,신청없음,1 : 0.35,1 : 0.39,1 : 0.10
SOC3034-01,국제이주와초국가주의,신청없음,1 : 0.10,1 : 0.21,1 : 0.16
SOC3041-01,세계사회의형성과발전,신청없음,신청없음,1 : 0.03,1 : 0.03
SOC3048-01,역사사회학,신청없음,신청없음,1 : 0.13,1 : 0.05
SOCG007-01,사회통계학연습,신청없음,신청없음,1 : 0.10,신청없음
SPM3006-01,스포츠경영특강,신청없음,1 : 0.80,1 : 0.12,1 : 0.17
SPM3007-01,스포츠사회학,신청없음,1 : 0.40,1 : 0.10,1 : 0.03
SPM3008-01,스포츠커뮤니케이션,1 : 0.05,1 : 0.60,1 : 0.05,1 : 0.03
SPM3011-01,스포츠생리학,1 : 0.10,1 : 1.10,1 : 0.87,1 : 1.35
SPM3012-01,스포츠심리학,신청없음,1 : 0.30,1 : 0.05,1 : 0.19
SPM3013-01,스포츠정치철학,1 : 0.02,1 : 0.10,1 : 0.17,신청없음
SPM3015-01,서사적체육:스포츠와스토리텔링,신청없음,1 : 0.44,신청없음,1 : 0.30
SPM3101-01,스쿠바다이빙,쿼터없음,쿼터없음,1 : 0.20,1 : 0.85
SPM3101-02,스쿠바다이빙,쿼터없음,쿼터없음,1 : 0.33,1 : 0.52
SPM3103-01,패러글라이딩,쿼터없음,쿼터없음,1 : 0.27,1 : 0.69
SPM3104-01,필드골프I,신청없음,1 : 0.22,1 : 0.19,1 : 0.59
SPM3106-01,체력트레이닝,신청없음,1 : 1.67,1 : 1.78,1 : 3.00
SPM3106-02,체력트레이닝,1 : 0.13,1 : 0.33,1 : 0.80,1 : 2.33
SPM3111-01,참선,신청없음,1 : 2.80,1 : 1.80,1 : 6.80
SPM3111-02,참선,신청없음,1 : 1.80,1 : 4.40,1 : 7.60
SPM3113-01,댄스스포츠I,1 : 0.06,1 : 0.11,신청없음,1 : 0.62
SPM3114-01,댄스스포츠II,신청없음,1 : 0.11,1 : 0.18,1 : 0.43
SPM3119-01,파워요가,신청없음,1 : 0.78,1 : 0.27,1 : 1.18
STS2001-01,자연과인간,1 : 0.02,1 : 0.10,1 : 0.04,1 : 0.07
STS2002-01,생명과환경,신청없음,신청없음,1 : 0.03,신청없음
STS2002-02,생명과환경,신청없음,1 : 0.07,1 : 0.03,1 : 0.03
STS2002-03,생명과환경,1 : 0.05,1 : 0.27,1 : 0.07,1 : 0.13
STS2002-04,생명과환경,신청없음,1 : 0.07,신청없음,1 : 0.05
STS2002-05,생명과환경,1 : 0.05,1 : 0.20,1 : 0.10,1 : 0.26
STS2004-01,대학수학,1 : 0.02,1 : 0.40,1 : 0.17,1 : 0.14
STS2004-02,대학수학,1 : 0.04,1 : 2.80,1 : 1.00,1 : 2.00
STS2004-04,대학수학,1 : 0.18,1 : 4.00,1 : 3.00,1 : 1.50
STS2004-05,대학수학,신청없음,신청없음,1 : 0.13,신청없음
STS2004-06,대학수학,1 : 0.13,1 : 2.40,1 : 2.00,1 : 3.00
STS2004-07,대학수학,신청없음,1 : 1.00,1 : 0.67,신청없음
STS2004-08,대학수학,1 : 0.05,1 : 0.40,1 : 0.33,1 : 0.17
STS2004-09,대학수학,1 : 0.09,1 : 2.60,1 : 1.00,신청없음
STS2004-10,대학수학,1 : 0.02,1 : 1.00,1 : 0.67,1 : 0.33
STS2004-11,대학수학,1 : 0.05,1 : 2.40,1 : 1.00,1 : 0.50
STS2004-12,대학수학,1 : 0.02,1 : 1.00,1 : 0.67,1 : 0.33
STS2005-01,미적분학I,신청없음,1 : 0.60,1 : 0.20,신청없음
STS2005-02,미적분학I,신청없음,1 : 2.00,1 : 1.00,신청없음
STS2005-03,미적분학I,1 : 0.07,1 : 2.40,1 : 1.67,1 : 0.50
STS2005-04,미적분학I,1 : 0.02,1 : 2.00,1 : 0.67,1 : 0.33
STS2005-05,미적분학I,1 : 0.04,1 : 1.60,1 : 0.67,1 : 0.33
STS2005-06,미적분학I,1 : 0.02,1 : 4.00,1 : 2.00,1 : 1.50
STS2005-07,미적분학I,1 : 0.02,1 : 2.20,신청없음,1 : 0.20
STS2005-08,미적분학I,1 : 0.03,1 : 1.00,신청없음,1 : 0.20
STS2005-09,미적분학I,1 : 0.09,1 : 12.80,1 : 2.67,1 : 3.50
STS2005-10,미적분학I,신청없음,1 : 0.80,1 : 0.50,신청없음
STS2005-11,미적분학I,1 : 0.03,1 : 0.80,1 : 0.50,1 : 0.25
STS2005-12,미적분학I,1 : 0.02,1 : 1.20,1 : 0.67,1 : 0.67
STS2005-13,미적분학I,1 : 0.04,1 : 3.80,1 : 0.67,1 : 0.33
STS2008-01,C언어,1 : 0.44,1 : 2.00,1 : 1.67,1 : 0.50
STS2008-02,C언어,1 : 1.00,1 : 5.00,1 : 2.33,1 : 1.90
STS2008-03,C언어,1 : 0.25,1 : 4.57,1 : 2.67,1 : 1.60
STS2008-04,C언어,1 : 0.05,1 : 1.43,신청없음,1 : 0.11
STS2010-01,과학사,1 : 0.02,1 : 0.20,1 : 0.31,1 : 0.27
STS2010-02,과학사,신청없음,1 : 0.40,1 : 0.22,1 : 0.13
STU4003-01,인간과환경,1 : 0.03,1 : 0.13,1 : 0.09,1 : 0.08
STU4006-01,자연재해와우리사회,1 : 0.07,1 : 0.40,1 : 0.28,1 : 0.44
STU4007-01,지구과학,1 : 0.11,1 : 0.85,1 : 0.30,1 : 0.53
STU4011-01,우주와원자시대,쿼터없음,신청없음,신청없음,1 : 0.01
STU4016-01,사상의학의이해,1 : 0.08,1 : 0.83,1 : 0.51,1 : 0.38
SUA2004-01,기업가정신과사업기회포착,신청없음,1 : 0.20,1 : 0.25,1 : 0.10
SUA2005-01,실전스타트업(캐쉬클래스),1 : 0.03,1 : 0.20,신청없음,1 : 0.06
SUA4002-01,사업계획서작성프로젝트(캡스톤디자인),신청없음,신청없음,1 : 0.05,1 : 0.03
SUA4005-01,기업과지식재산,신청없음,1 : 0.20,1 : 0.53,1 : 0.29
SUA4007-01,스타트업비즈니스시뮬레이션,신청없음,신청없음,1 : 0.05,신청없음
TLS1002-01,비평적글쓰기연습,1 : 0.18,1 : 3.20,1 : 0.67,1 : 0.70
TLS1002-02,비평적글쓰기연습,1 : 0.14,1 : 1.20,1 : 0.40,1 : 0.33
TLS1004-01,글로벌의사소통II,1 : 0.06,1 : 0.50,1 : 0.30,1 : 0.21
TLS1004-02,글로벌의사소통II,1 : 0.10,1 : 0.83,신청없음,1 : 0.07
TLS1004-03,글로벌의사소통II,1 : 0.13,1 : 0.67,1 : 0.33,1 : 0.23
TLS1004-04,글로벌의사소통II,1 : 0.08,1 : 1.17,1 : 0.29,1 : 0.50
TLS1004-05,글로벌의사소통II,1 : 0.15,1 : 0.67,1 : 0.67,1 : 0.30
TLS1004-06,글로벌의사소통II,1 : 1.00,1 : 2.17,1 : 1.00,1 : 2.14
TLS1005-01,영어읽기와토론연습,1 : 0.09,1 : 0.50,1 : 0.30,1 : 0.64
TLS1006-01,실용영어와발표연습,1 : 0.11,신청없음,1 : 0.23,1 : 0.24
